#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
711,Jay Jackson,TOR,RP,R,27.5,0.0,0.0,80.4,19.3,1.0,0.9,0,3,3.91,3.86,1.27,20.1,7.2,17.2,0.7,8.6,9.2,3,38.4,41.8,19.9,0.281
712,Karl Kauffmann,COL,SP,R,12.9,1.6,0.6,80.7,19.3,2.5,3.1,0,0,5.77,5.79,1.68,13.1,8.1,24.3,0.8,11.1,12.1,3,49.8,28.8,21.3,0.338
713,Hirokazu Sawamura,FA,RP,R,19.2,0.0,0.0,76.8,19.2,0.9,1.0,0,2,4.12,4.21,1.41,18.1,9.2,18.0,0.7,8.8,9.6,2,45.3,34.7,20.0,0.294
714,Hyun Jin Ryu,TOR,SP,L,6.8,3.4,1.4,77.1,18.7,1.1,0.9,0,0,3.91,3.88,1.25,15.0,4.0,19.3,0.5,8.1,8.8,2,45.7,33.9,20.4,0.298
715,Glenn Otto,TEX,SP,R,3.6,3.6,1.5,78.7,18.0,0.9,1.2,0,0,4.72,4.65,1.40,14.9,7.0,18.2,1.0,9.5,10.2,3,42.5,37.1,20.4,0.292
716,Cole Henry,WSH,SP,R,3.6,3.6,1.5,76.0,18.0,0.8,1.2,0,0,4.70,4.67,1.38,15.6,6.6,18.3,0.8,9.3,10.0,3,40.9,38.0,21.2,0.297
717,Taj Bradley,TB,SP,R,3.6,3.6,1.5,76.0,18.0,1.0,1.1,0,0,4.62,4.68,1.35,14.5,5.8,18.6,0.7,9.0,9.7,3,39.6,39.3,21.1,0.291
718,Mick Abel,PHI,SP,R,3.6,3.6,1.4,79.9,18.0,0.9,1.2,0,0,5.28,5.29,1.52,14.4,8.3,19.0,0.9,10.4,11.1,3,39.6,39.0,21.4,0.296
719,Roenis Elias,CHC,RP,L,16.2,0.0,0.0,76.3,17.8,0.8,0.9,0,2,4.27,4.37,1.35,14.5,6.1,17.9,0.6,8.5,9.2,2,38.8,41.1,20.1,0.292
720,Casey Lawrence,TOR,RP,R,16.2,0.0,0.0,74.2,17.8,0.9,0.8,0,2,3.99,3.96,1.20,14.3,3.2,18.3,0.7,7.9,8.5,3,41.7,38.4,19.9,0.290
721,Damon Jones,PHI,RP,L,14.6,0.0,0.0,77.3,17.5,0.8,0.9,0,1,4.35,4.57,1.49,17.2,9.7,16.4,0.9,8.3,9.0,2,43.6,36.1,20.3,0.299
722,Jake McGee,FA,RP,L,19.2,0.0,0.0,69.2,17.3,0.8,0.9,5,2,4.07,4.12,1.25,15.6,5.3,16.3,0.6,8.2,8.7,3,32.9,47.2,20.0,0.277
723,Andrew Vasquez,PHI,RP,L,24.3,0.0,0.0,72.7,17.0,0.9,0.8,0,2,4.00,4.10,1.35,16.9,7.0,16.0,1.2,7.4,8.1,2,46.0,33.2,20.8,0.301
724,Freddy Tarnok,OAK,RP,R,24.3,0.0,0.0,71.4,17.0,0.8,0.9,0,2,3.59,3.64,1.20,17.8,6.0,14.4,0.7,7.0,7.5,2,35.8,44.7,19.5,0.274
725,Ray Kerr,SD,RP,L,24.3,0.0,0.0,73.3,17.0,0.9,0.8,0,2,3.65,3.85,1.38,19.3,9.2,14.2,0.7,6.9,7.5,2,41.4,38.6,19.9,0.286
726,Josh Lindblom,FA,SP,R,3.3,3.3,1.3,66.0,16.5,0.8,1.2,0,0,5.81,5.85,1.55,11.4,4.8,20.8,0.6,9.1,9.7,3,35.0,44.4,20.6,0.285
727,Michael Kelly,CLE,RP,R,16.2,0.0,0.0,69.7,16.2,0.8,0.8,0,2,4.37,4.40,1.36,15.0,6.3,15.7,0.6,7.9,8.5,2,38.0,41.9,20.1,0.288
728,Hobie Harris,WSH,RP,R,16.2,0.0,0.0,69.7,16.2,0.7,0.9,0,2,4.82,4.91,1.50,14.2,7.7,16.5,0.6,8.4,9.0,2,41.9,36.8,21.4,0.306
729,Ryan Rolison,COL,SP,L,3.2,3.2,1.4,69.3,16.0,0.7,1.1,0,0,5.26,5.28,1.48,11.9,5.6,18.1,0.7,9.3,10.0,3,42.1,36.7,21.2,0.321
730,Slade Cecconi,ARI,SP,R,3.2,3.2,1.3,69.3,16.0,0.8,1.1,0,0,4.98,5.02,1.41,11.2,5.0,17.6,0.8,8.7,9.3,2,40.9,37.9,21.2,0.302
731,Connor Phillips,CIN,SP,R,3.2,3.2,1.2,71.6,16.0,0.7,1.2,0,0,5.52,5.52,1.60,14.4,8.6,17.0,0.8,9.6,10.3,3,41.1,37.5,21.4,0.306
732,Brandon Walter,BOS,SP,L,3.2,3.2,1.5,67.6,16.0,0.9,0.9,0,0,4.11,4.10,1.31,13.5,4.4,16.5,0.8,7.1,7.8,2,50.0,29.0,21.0,0.314
733,Norge Ruiz,OAK,RP,R,11.3,0.0,0.0,68.5,15.8,0.7,0.9,0,1,4.45,4.43,1.44,12.4,6.1,16.6,0.7,7.6,8.2,2,45.7,34.0,20.3,0.308
734,Sam Clay,ARI,RP,L,19.4,0.0,0.0,65.9,15.5,0.8,0.8,0,2,4.09,4.26,1.46,12.5,6.5,16.0,0.9,6.9,7.5,1,52.5,27.2,20.3,0.318
735,Gavin Williams,CLE,SP,R,3.1,3.1,1.3,62.0,15.5,0.9,0.9,0,0,4.53,4.54,1.35,14.2,5.6,15.4,0.7,7.7,8.2,2,39.2,39.6,21.2,0.293
736,Tanner Bibee,CLE,SP,R,3.1,3.1,1.4,62.0,15.5,0.9,0.9,0,0,4.40,4.40,1.28,13.7,4.3,15.5,0.6,7.5,8.0,2,38.0,41.0,21.0,0.289
737,Darren McCaughan,SEA,RP,R,14.6,0.0,0.0,62.1,14.6,0.7,0.7,0,1,4.17,4.17,1.26,11.7,3.1,15.2,0.7,6.7,7.2,2,41.5,38.0,20.6,0.290
738,Cam Sanders,CHC,RP,R,14.6,0.0,0.0,62.8,14.6,0.7,0.8,0,1,4.53,4.63,1.44,13.9,6.9,14.2,0.9,7.1,7.6,2,41.3,37.4,21.3,0.305
739,Darren O’Day,FA,RP,R,18.0,0.0,0.0,57.6,14.4,0.7,0.7,0,5,4.51,4.48,1.35,13.4,5.4,14.0,0.7,7.1,7.6,2,36.6,42.2,21.2,0.293
740,Tyler Holton,DET,RP,L,15.5,0.0,0.0,56.0,14.0,0.6,0.7,0,2,4.08,4.22,1.34,11.5,4.8,13.9,0.6,6.3,6.8,2,43.5,36.0,20.5,0.298
741,Taylor Widener,FA,RP,R,12.4,0.0,0.0,54.4,13.6,0.6,0.7,0,1,4.34,4.35,1.31,12.9,5.0,12.8,0.7,6.7,7.1,2,33.9,45.9,20.2,0.282
742,Brett Anderson,FA,SP,L,2.7,2.7,1.1,54.0,13.5,0.7,0.8,0,0,4.56,4.54,1.46,7.4,3.9,15.8,0.5,6.8,7.4,2,52.2,27.0,20.8,0.312
743,Jackson Tetreault,WSH,RP,R,13.0,0.0,0.0,55.3,13.0,0.6,0.7,0,1,4.58,4.61,1.38,10.2,4.7,13.2,0.5,6.7,7.2,2,40.8,39.4,19.8,0.290
744,Evan McKendry,TB,RP,R,13.0,0.0,0.0,52.0,13.0,0.6,0.6,0,1,4.05,4.05,1.25,11.1,3.1,13.2,0.6,5.7,6.1,2,43.0,36.0,21.0,0.297
745,Liam Hendriks,CHW,RP,R,12.6,0.0,0.0,50.1,12.6,0.7,0.5,3,0,2.68,2.41,0.95,17.3,3.2,8.9,0.4,4.1,4.4,1,33.5,47.4,19.1,0.261
746,Josh Fleming,TB,SP,L,3.6,3.6,1.1,55.0,12.6,0.5,0.9,0,0,4.32,4.38,1.46,8.0,4.0,14.4,0.5,5.8,6.4,1,54.4,25.0,20.7,0.313
747,Austin Brice,ARI,RP,R,8.1,0.0,0.0,52.9,12.2,0.6,0.6,0,1,4.42,4.48,1.39,10.9,5.0,12.0,0.9,6.0,6.5,2,41.3,38.5,20.1,0.298
748,Tyson Miller,MIL,SP,R,8.1,0.0,0.0,51.9,12.2,0.6,0.6,0,1,4.10,4.17,1.36,12.1,4.8,11.8,0.6,5.4,5.8,1,44.7,35.0,20.4,0.302
749,Kohei Arihara,FA,SP,R,2.7,2.7,1.0,40.7,12.2,0.6,0.8,0,0,4.78,4.68,1.43,8.2,3.7,13.7,0.7,6.4,7.0,2,47.4,32.0,20.5,0.307
750,Kevin Herget,CIN,RP,R,9.9,0.0,0.0,47.6,11.9,0.6,0.6,0,1,4.40,4.39,1.27,10.3,2.7,12.4,0.4,5.9,6.3,2,39.1,40.8,20.1,0.296
751,Adam Scott,CLE,RP,L,11.8,0.0,0.0,43.7,11.8,0.6,0.6,0,1,4.21,4.42,1.42,11.1,5.1,11.6,0.5,5.3,5.7,1,44.1,34.6,21.3,0.307
752,Matt Ruppenthal,HOU,RP,R,11.3,0.0,0.0,49.0,11.3,0.5,0.6,0,1,4.91,4.98,1.54,10.1,5.7,11.6,0.8,5.9,6.4,2,44.1,34.5,21.4,0.307
753,Jacob Webb,LAA,RP,R,11.3,0.0,0.0,48.6,11.3,0.6,0.6,0,1,4.37,4.33,1.35,10.2,4.0,11.2,0.5,5.5,5.9,2,39.5,40.4,20.0,0.293
754,Hans Crouse,PHI,RP,R,11.3,0.0,0.0,48.0,11.3,0.5,0.6,0,1,4.57,4.59,1.37,10.4,4.7,10.8,0.5,5.9,6.2,2,34.3,45.5,20.1,0.279
755,Osvaldo Bido,PIT,RP,R,11.3,0.0,0.0,48.6,11.3,0.5,0.6,0,1,4.50,4.57,1.38,10.1,4.6,11.1,0.7,5.5,5.9,2,38.3,40.5,21.2,0.298
756,Drew Strotman,SF,RP,R,11.3,0.0,0.0,49.4,11.3,0.5,0.6,0,1,4.66,4.68,1.53,9.4,5.5,11.8,0.5,5.7,6.1,1,46.5,32.1,21.4,0.316
757,Justin Yeager,MIL,RP,R,11.3,0.0,0.0,49.2,11.3,0.5,0.6,0,1,4.56,4.62,1.47,11.5,5.8,10.8,0.5,5.6,6.0,2,40.8,37.9,21.4,0.299
758,Clayton Beeter,NYY,RP,R,11.3,0.0,0.0,46.6,11.3,0.6,0.5,0,1,3.73,3.75,1.27,13.2,4.6,9.7,0.5,4.6,5.0,1,41.0,37.9,21.1,0.297
759,Ryan Weathers,SD,SP,L,6.5,1.6,0.4,44.7,10.8,0.5,0.7,0,0,5.00,5.23,1.54,7.5,4.0,12.6,0.4,5.4,5.8,2,39.2,40.7,20.1,0.291
760,J.P. Feyereisen,LAD,RP,R,10.5,0.0,0.0,45.7,10.5,0.5,0.5,0,3,4.17,4.20,1.33,10.0,4.3,9.7,0.4,5.2,5.5,2,35.6,44.2,20.1,0.270
761,Oliver Ortega,MIN,RP,R,8.1,0.0,0.0,45.2,10.5,0.5,0.5,0,2,4.09,4.10,1.38,9.6,4.2,10.3,0.5,4.7,5.1,1,45.7,34.6,19.7,0.304
762,Casey Mize,DET,SP,R,2.1,2.1,0.9,42.0,10.5,0.5,0.7,0,0,4.37,4.27,1.30,8.1,3.0,10.6,0.6,5.2,5.6,1,43.5,36.5,20.0,0.289
763,Ryan Hendrix,ARI,RP,R,11.3,0.0,0.0,44.9,10.2,0.5,0.5,0,1,4.47,4.55,1.50,9.6,5.4,9.9,0.5,4.9,5.3,1,44.8,35.0,20.1,0.309
764,Tyler Cyr,OAK,RP,R,9.3,0.0,0.0,40.8,10.2,0.5,0.5,0,1,4.01,4.06,1.39,9.5,4.6,9.6,0.4,4.5,4.9,1,45.9,34.0,20.1,0.297
765,Simeon Woods Richardson,MIN,SP,R,2.0,2.0,0.8,43.4,10.0,0.5,0.6,0,0,4.62,4.65,1.40,8.3,3.9,10.1,0.4,5.1,5.5,1,40.3,39.1,20.5,0.293
766,Avery Weems,TEX,RP,L,9.9,0.0,0.0,39.6,9.9,2.3,1.8,0,0,4.34,4.44,1.42,8.6,3.0,11.0,0.4,4.0,4.4,1,48.4,30.6,21.1,0.310
767,Francisco Morales,PHI,RP,R,8.1,0.0,0.0,38.8,9.7,0.4,0.5,0,1,4.73,4.87,1.55,9.5,6.0,9.0,0.5,5.1,5.5,1,40.6,39.1,20.2,0.290
768,Nick Snyder,TEX,RP,R,19.4,0.0,0.0,38.8,9.7,0.5,0.5,0,2,3.86,3.84,1.30,10.1,4.0,8.6,0.4,4.3,4.6,1,40.4,40.1,19.5,0.287
769,Max Meyer,MIA,SP,R,3.2,3.2,0.9,38.4,9.6,0.2,0.8,0,0,4.11,4.04,1.33,8.5,3.5,9.3,0.4,4.4,4.8,1,45.9,34.2,19.9,0.297
770,Jacob Barnes,TEX,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,2,4.30,4.26,1.39,8.2,3.6,9.3,0.4,4.4,4.8,1,44.7,35.3,20.0,0.300
771,Jesus Liranzo,WSH,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.38,4.36,1.39,9.0,3.9,9.0,0.4,4.5,4.8,1,41.2,37.6,21.2,0.301
772,Jason Bilous,CLE,RP,R,9.3,0.0,0.0,37.2,9.3,1.7,2.1,0,0,5.03,5.15,1.57,8.3,4.0,10.7,0.4,4.4,4.8,1,42.3,36.4,21.3,0.305
773,Sean Poppen,ARI,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,2,4.44,4.46,1.42,7.8,3.6,9.6,0.5,4.6,4.9,1,44.0,36.0,20.0,0.307
774,Collin Kober,SEA,RP,R,9.3,0.0,0.0,31.1,9.3,0.4,0.5,0,1,4.40,4.42,1.40,9.0,4.0,9.0,0.6,4.5,4.8,1,40.6,38.0,21.3,0.293
775,Ben Brown,CHC,RP,R,9.3,0.0,0.0,37.2,9.3,2.1,1.8,0,0,4.35,4.37,1.41,9.3,3.3,9.8,0.4,3.8,4.2,1,42.9,36.0,21.1,0.304
776,Randy Rodriguez,SF,RP,R,9.3,0.0,0.0,30.5,9.3,0.4,0.5,0,1,4.61,4.65,1.46,9.2,4.8,8.8,0.5,4.7,5.0,1,37.1,41.5,21.5,0.297
777,Jose A. Ferrer,WSH,RP,L,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.34,4.46,1.42,7.9,3.6,9.6,0.4,4.4,4.7,1,45.5,33.3,21.2,0.309
778,Jose Cruz,SF,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,5.46,5.55,1.77,7.4,6.4,10.0,0.4,5.4,5.8,1,45.0,33.2,21.8,0.320
779,Daniel Espino,CLE,SP,R,1.9,1.9,0.8,37.2,9.3,0.5,0.5,0,0,4.15,4.13,1.32,9.4,3.5,8.8,0.3,4.3,4.6,1,40.9,37.9,21.1,0.295
780,Zak Kent,TEX,RP,R,9.3,0.0,0.0,37.2,9.3,1.9,1.9,0,0,4.77,4.79,1.47,7.7,2.9,10.7,0.3,4.2,4.5,1,45.3,33.6,21.1,0.307
781,Theo Denlinger,BOS,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.71,4.74,1.43,8.5,4.0,9.3,0.4,4.7,5.1,1,41.6,37.1,21.3,0.309
782,Tayler Saucedo,SEA,RP,L,30.8,0.0,0.0,39.3,9.2,0.5,0.4,0,3,3.62,3.72,1.30,9.5,3.5,8.4,0.4,3.7,4.0,1,45.9,34.2,19.9,0.293
783,Andres Machado,WSH,RP,R,8.1,0.0,0.0,38.7,8.9,0.4,0.5,0,1,4.45,4.44,1.39,7.3,3.6,8.8,0.4,4.5,4.9,1,43.3,36.7,20.0,0.290
784,Anthony Castro,WSH,RP,R,8.1,0.0,0.0,35.6,8.9,0.4,0.5,0,1,4.31,4.38,1.43,8.7,4.2,8.5,0.4,4.2,4.5,1,44.1,36.0,19.9,0.304
785,Ricky Tiedemann,TOR,SP,L,1.9,1.9,0.8,38.6,8.9,0.5,0.5,0,0,4.28,4.36,1.37,8.2,3.5,8.7,0.4,4.1,4.5,1,44.0,34.8,21.2,0.298
786,Sean Reid-Foley,NYM,RP,R,6.3,0.0,0.0,35.2,8.8,0.4,0.4,0,1,3.87,3.84,1.33,9.7,4.0,7.7,0.4,3.9,4.1,1,38.6,41.6,19.9,0.283
787,Vladimir Gutierrez,CIN,RP,R,9.3,0.0,0.0,36.4,8.4,0.4,0.5,0,1,4.95,4.86,1.43,7.5,3.3,8.7,0.4,4.7,5.0,1,38.0,41.9,20.1,0.295
788,Scott Effross,NYY,RP,R,9.3,0.0,0.0,34.4,8.4,0.4,0.4,0,3,3.98,3.97,1.28,8.0,2.5,8.3,0.4,3.6,3.9,1,44.6,35.0,20.5,0.305
789,Ethan Roberts,CHC,RP,R,9.3,0.0,0.0,33.6,8.4,0.4,0.4,0,2,4.04,4.08,1.35,8.4,3.6,7.8,0.4,3.8,4.1,1,41.7,38.5,19.8,0.297
790,Anthony Kay,TOR,RP,L,8.1,0.0,0.0,32.4,8.1,0.4,0.4,0,1,3.86,4.02,1.33,8.3,3.3,7.4,0.4,3.4,3.7,1,43.0,37.1,20.0,0.297
791,Kade McClure,SF,SP,R,8.1,0.0,0.0,26.6,8.1,0.4,0.4,0,1,4.25,4.22,1.35,6.9,2.6,8.3,0.3,3.8,4.1,1,42.9,36.0,21.1,0.304
792,Vinny Nittoli,CHC,RP,R,8.1,0.0,0.0,34.4,8.1,0.4,0.4,0,2,4.04,4.04,1.28,7.6,2.7,7.7,0.4,3.7,3.9,1,39.9,40.0,20.1,0.291
793,Moises Lugo,SD,SP,R,8.1,0.0,0.0,28.0,8.1,0.4,0.4,0,1,4.30,4.46,1.40,8.1,3.8,7.5,0.3,3.7,4.0,1,36.8,41.9,21.4,0.288
794,Brooks Wilson,ATL,RP,R,8.1,0.0,0.0,34.4,8.1,0.4,0.4,0,1,4.11,4.08,1.34,8.5,3.3,7.6,0.3,3.6,3.9,1,41.5,37.3,21.2,0.305
795,Nick Margevicius,SEA,RP,L,8.1,0.0,0.0,34.4,8.1,0.4,0.4,0,1,4.22,4.29,1.34,6.9,2.6,8.2,0.4,3.8,4.1,1,40.5,39.1,20.5,0.289
796,Randy Dobnak,MIN,SP,R,8.1,0.0,0.0,25.2,8.1,0.4,0.4,0,1,4.21,4.21,1.40,5.8,2.5,8.8,0.4,3.7,4.0,1,52.1,27.7,20.3,0.314
797,Drew Rom,BAL,SP,L,8.1,0.0,0.0,32.4,8.1,1.9,1.5,0,0,4.28,4.39,1.39,7.0,2.3,9.0,0.3,3.2,3.5,1,46.4,32.6,21.0,0.305
798,Cooper Criswell,TB,SP,R,8.1,0.0,0.0,32.4,8.1,1.8,1.6,0,0,4.32,4.32,1.34,6.9,1.8,9.0,0.4,3.4,3.6,1,44.1,35.6,20.3,0.294
799,Kody Funderburk,MIN,RP,L,8.1,0.0,0.0,32.4,8.1,1.7,1.7,0,0,4.68,4.87,1.54,6.2,2.9,9.6,0.3,3.5,3.8,1,48.9,29.9,21.2,0.315
800,William Woods,NYM,SP,R,8.1,0.0,0.0,32.4,8.1,0.4,0.4,0,1,4.07,4.01,1.36,8.0,3.4,7.6,0.3,3.7,4.0,1,40.0,40.2,19.9,0.287
801,Sean Boyle,NYY,SP,R,8.1,0.0,0.0,32.4,8.1,1.8,1.6,0,0,4.67,4.68,1.37,6.8,1.7,9.4,0.4,3.5,3.8,1,44.6,34.4,20.9,0.304
802,Paxton Schultz,TOR,SP,R,8.1,0.0,0.0,32.4,8.1,1.4,2.0,0,0,5.36,5.43,1.58,5.9,2.8,10.0,0.3,4.1,4.4,1,42.6,36.2,21.2,0.302
803,Austin Bergner,DET,SP,R,1.6,1.6,0.6,32.2,8.0,0.3,0.6,0,0,5.04,5.04,1.45,5.8,3.1,8.5,0.3,4.4,4.7,1,40.2,38.5,21.3,0.298
804,Bryan Mata,BOS,SP,R,1.6,1.6,0.7,34.7,8.0,0.4,0.5,0,0,4.69,4.68,1.46,7.0,3.5,8.2,0.3,4.1,4.4,1,47.6,31.1,21.3,0.315
805,Davis Daniel,LAA,SP,R,1.6,1.6,0.6,34.7,8.0,0.4,0.5,0,0,5.18,5.10,1.42,5.9,2.6,8.8,0.4,4.6,4.9,1,38.7,40.1,21.2,0.293
806,Andrew Abbott,CIN,SP,L,1.6,1.6,0.7,32.3,8.0,0.4,0.5,0,0,4.63,4.69,1.43,7.6,3.3,8.2,0.3,4.1,4.4,1,44.4,34.4,21.2,0.307
807,Michael Mercado,TB,SP,R,1.6,1.6,0.6,34.7,8.0,0.4,0.5,0,0,4.93,4.97,1.41,6.3,2.9,8.4,0.4,4.3,4.6,1,37.3,41.5,21.2,0.289
808,Jeff Criswell,COL,SP,R,1.6,1.6,0.6,33.1,8.0,0.3,0.6,0,0,5.99,6.01,1.57,5.4,3.1,9.5,0.3,5.2,5.5,2,40.0,38.7,21.3,0.320
809,Sean Burke,CHW,SP,R,1.6,1.6,0.7,34.7,8.0,0.4,0.5,0,0,4.77,4.73,1.43,7.0,3.2,8.2,0.3,4.2,4.5,1,41.9,36.9,21.2,0.295
810,Jonathan Bowlan,KC,SP,R,1.6,1.6,0.6,32.0,8.0,0.4,0.6,0,0,5.05,5.07,1.45,5.3,2.8,8.8,0.4,4.4,4.7,1,43.3,35.5,21.3,0.309
811,Ky Bush,LAA,SP,L,1.6,1.6,0.7,34.7,8.0,0.5,0.5,0,0,4.70,4.72,1.42,6.0,2.7,8.6,0.3,4.1,4.4,1,43.7,35.1,21.2,0.301
812,Robert Gasser,MIL,SP,L,1.6,1.6,0.7,32.0,8.0,0.4,0.5,0,0,4.64,4.77,1.42,6.9,3.2,8.2,0.4,4.0,4.3,1,40.5,38.3,21.3,0.294
813,Alejandro Hidalgo,MIN,SP,R,1.6,1.6,0.5,32.0,8.0,0.4,0.6,0,0,5.91,5.91,1.69,5.3,4.3,9.2,0.4,5.1,5.4,1,40.0,38.4,21.6,0.305
814,Taylor Dollard,SEA,SP,R,1.6,1.6,0.6,33.8,8.0,0.4,0.5,0,0,4.66,4.65,1.33,6.1,2.1,8.6,0.4,4.1,4.4,1,40.6,38.3,21.1,0.289
815,Ben Lively,CIN,RP,R,7.4,0.0,0.0,29.6,7.4,0.3,0.4,0,1,4.64,4.62,1.38,6.7,2.6,7.6,0.4,3.8,4.1,1,40.8,38.7,20.4,0.300
816,Art Warren,NYY,RP,R,8.2,0.0,0.0,29.6,7.4,0.4,0.4,0,2,4.17,4.14,1.33,7.5,3.0,6.8,0.3,3.5,3.7,1,40.0,39.7,20.2,0.291
817,Jake Reed,LAD,RP,R,8.1,0.0,0.0,31.4,7.3,0.3,0.4,0,1,4.53,4.56,1.40,6.1,2.7,7.6,0.4,3.7,3.9,1,41.1,38.5,20.4,0.297
818,Miguel Del Pozo,DET,RP,L,6.8,0.0,0.0,27.2,6.8,0.3,0.4,0,1,4.04,4.14,1.34,6.2,2.7,6.4,0.3,3.0,3.3,1,42.3,37.4,20.3,0.296
819,Andrew Kittredge,TB,RP,R,5.5,0.0,0.0,27.4,6.6,0.3,0.3,0,1,3.38,3.37,1.19,6.5,1.8,6.0,0.3,2.6,2.8,1,46.5,33.9,19.6,0.287
820,Juan Then,SEA,SP,R,1.8,1.2,0.5,26.2,6.6,0.3,0.4,0,0,5.31,5.26,1.54,4.9,2.1,8.1,0.2,3.4,3.6,1,42.7,36.1,21.2,0.294
821,Walker Buehler,LAD,SP,R,1.2,1.2,0.6,26.0,6.5,0.4,0.3,0,0,3.78,3.60,1.23,6.3,1.8,6.2,0.2,2.8,3.1,1,42.5,37.8,19.6,0.289
822,Evan Lee,WSH,RP,L,4.3,0.0,0.0,22.5,6.5,0.3,0.3,0,0,4.25,4.41,1.41,6.2,3.0,6.2,0.3,3.1,3.3,1,41.9,37.7,20.4,0.296
823,Reed Garrett,WSH,RP,R,4.9,0.0,0.0,25.6,6.4,0.3,0.3,0,0,4.49,4.53,1.44,5.6,2.9,6.3,0.3,3.2,3.4,1,42.9,37.1,19.9,0.299
824,Tanner Rainey,WSH,RP,R,6.3,0.0,0.0,25.2,6.3,0.3,0.3,0,2,3.78,3.87,1.27,7.5,3.0,5.0,0.3,2.7,2.9,1,33.5,46.8,19.7,0.273
825,J.B. Bukauskas,SEA,RP,R,6.2,0.0,0.0,24.8,6.2,0.3,0.3,0,1,4.03,4.00,1.32,5.9,2.2,6.0,0.3,2.8,3.0,1,43.1,36.9,19.9,0.291
826,James McArthur,PHI,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.98,4.92,1.45,4.5,2.2,6.5,0.3,3.3,3.5,1,43.6,35.1,21.3,0.300
827,Tristan Beck,SF,SP,R,1.2,1.2,0.5,24.2,6.0,0.3,0.4,0,0,4.70,4.62,1.41,4.5,2.0,6.5,0.3,3.1,3.3,1,44.3,34.6,21.2,0.305
828,Luis Medina,OAK,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.87,4.89,1.57,4.8,3.2,6.2,0.3,3.1,3.4,1,47.7,30.8,21.5,0.308
829,Jordan Balazovic,MIN,SP,R,1.2,1.2,0.5,25.2,6.0,0.3,0.4,0,0,4.79,4.78,1.48,4.5,2.3,6.5,0.2,3.1,3.3,1,45.6,33.1,21.3,0.308
830,Casey Legumina,CIN,SP,R,1.2,1.2,0.4,21.9,6.0,0.3,0.5,0,0,5.64,5.58,1.55,4.5,2.4,6.8,0.3,3.7,4.0,1,40.7,37.9,21.3,0.305
831,Owen White,TEX,SP,R,1.2,1.2,0.5,24.4,6.0,0.3,0.4,0,0,4.47,4.41,1.36,5.1,2.0,6.1,0.2,2.9,3.2,1,44.0,34.8,21.1,0.301
832,Jackson Rutledge,WSH,SP,R,1.2,1.2,0.4,24.0,6.0,0.3,0.5,0,0,5.79,5.77,1.65,3.4,2.8,7.2,0.3,3.7,4.0,1,46.8,31.7,21.5,0.313
833,Yoendrys Gomez,NYY,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,5.05,5.08,1.43,4.8,2.2,6.4,0.3,3.3,3.5,1,39.5,39.3,21.2,0.296
834,Prelander Berroa,SEA,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.64,4.70,1.48,5.8,3.1,5.8,0.3,3.0,3.2,1,42.2,36.4,21.4,0.294
835,Jesus Cruz,PHI,RP,R,5.0,0.0,0.0,24.0,6.0,0.3,0.3,0,0,4.63,4.72,1.43,5.6,2.9,5.7,0.3,3.1,3.3,1,37.3,42.6,20.1,0.283
836,Ricky Vanasco,TEX,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,5.00,5.00,1.51,4.9,2.7,6.3,0.2,3.3,3.5,1,42.7,35.9,21.4,0.303
837,Keaton Winn,SF,SP,R,1.2,1.2,0.5,24.3,6.0,0.3,0.4,0,0,4.70,4.59,1.44,4.3,2.1,6.6,0.3,3.1,3.3,1,46.6,32.2,21.2,0.309
838,Joseph Hernandez,SEA,SP,R,1.2,1.2,0.4,24.4,6.0,0.3,0.4,0,0,5.09,5.10,1.49,4.8,2.6,6.4,0.4,3.3,3.6,1,40.4,38.2,21.4,0.293
839,Alec Marsh,KC,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.93,4.93,1.44,4.7,2.5,6.2,0.3,3.2,3.5,1,40.5,38.2,21.3,0.303
840,Lyon Richardson,CIN,SP,R,1.2,1.2,0.4,24.3,6.0,0.2,0.5,0,0,6.16,6.11,1.71,4.1,3.2,7.1,0.3,4.0,4.3,1,44.3,34.2,21.6,0.315
841,Randy Vasquez,NYY,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.79,4.83,1.43,4.5,2.0,6.6,0.3,3.1,3.3,1,47.5,31.3,21.2,0.309
842,Rolddy Munoz,ATL,SP,R,1.2,1.2,0.5,24.0,6.0,0.4,0.3,0,0,4.96,4.94,1.48,4.6,2.3,6.5,0.2,3.2,3.5,1,44.3,34.4,21.3,0.310
